"sample_id","timepoint","strain","temperature","replicate","arabinose_concentration","arabinose_unit","IPTG_concentration","IPTG_unit","strain_input_state"
"sample.ginkgo.13108545.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","4","0.005","M","0","M","NA"
"sample.ginkgo.13108410.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","0.025","M","2.5e-07","M","NA"
"sample.ginkgo.13108412.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","0.025","M","2.5e-06","M","NA"
"sample.ginkgo.13107402.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","2","0.005","M","0.00025","M","11"
"sample.ginkgo.13108414.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","0.025","M","2.5e-05","M","NA"
"sample.ginkgo.13108416.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","0.025","M","0.00025","M","NA"
"sample.ginkgo.13108419.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","4","5e-06","M","0","M","01"
"sample.ginkgo.13108421.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","4","5e-06","M","2.5e-07","M","11"
"sample.ginkgo.13108422.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","4","5e-06","M","2.5e-06","M","11"
"sample.ginkgo.13108423.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","4","5e-06","M","2.5e-05","M","11"
"sample.ginkgo.13108424.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","4","5e-06","M","0.00025","M","11"
"sample.ginkgo.13107404.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","2","0.005","M","0","M","NA"
"sample.ginkgo.13108426.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","5e-06","M","0","M","NA"
"sample.ginkgo.13108427.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","5e-06","M","2.5e-07","M","NA"
"sample.ginkgo.13108428.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","5e-06","M","2.5e-06","M","NA"
"sample.ginkgo.13108429.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","5e-06","M","2.5e-05","M","NA"
"sample.ginkgo.13108430.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","5e-06","M","0.00025","M","NA"
"sample.ginkgo.13107405.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","2","0.005","M","2.5e-07","M","NA"
"sample.ginkgo.13108433.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","4","0.0005","M","2.5e-07","M","11"
"sample.ginkgo.13108434.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","4","0.0005","M","2.5e-06","M","11"
"sample.ginkgo.13108436.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","4","0.0005","M","0.00025","M","11"
"sample.ginkgo.13107406.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","2","0.005","M","2.5e-06","M","NA"
"sample.ginkgo.13108438.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","0.0005","M","0","M","NA"
"sample.ginkgo.13108439.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","0.0005","M","2.5e-07","M","NA"
"sample.ginkgo.13108440.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","0.0005","M","2.5e-06","M","NA"
"sample.ginkgo.13108441.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","0.0005","M","2.5e-05","M","NA"
"sample.ginkgo.13108442.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","4","0.0005","M","0.00025","M","NA"
"sample.ginkgo.13107407.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","2","0.005","M","2.5e-05","M","NA"
"sample.ginkgo.13108444.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","0","M","0","M","00"
"sample.ginkgo.13108445.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","0","M","2.5e-07","M","10"
"sample.ginkgo.13108446.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","0","M","2.5e-06","M","10"
"sample.ginkgo.13108447.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","0","M","2.5e-05","M","10"
"sample.ginkgo.13108448.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","0","M","0.00025","M","10"
"sample.ginkgo.13107408.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","2","0.005","M","0.00025","M","NA"
"sample.ginkgo.13108451.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","0","M","2.5e-07","M","NA"
"sample.ginkgo.13108452.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","0","M","2.5e-06","M","NA"
"sample.ginkgo.13108453.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","0","M","2.5e-05","M","NA"
"sample.ginkgo.13108454.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","0","M","0.00025","M","NA"
"sample.ginkgo.13108455.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","5e-05","M","0","M","01"
"sample.ginkgo.13108457.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","5e-05","M","2.5e-07","M","11"
"sample.ginkgo.13108458.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","5e-05","M","2.5e-06","M","11"
"sample.ginkgo.13108459.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","5e-05","M","2.5e-05","M","11"
"sample.ginkgo.13108460.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","5e-05","M","0.00025","M","11"
"sample.ginkgo.13107410.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","2","0.025","M","0","M","01"
"sample.ginkgo.13108463.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","5e-05","M","2.5e-07","M","NA"
"sample.ginkgo.13108464.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","5e-05","M","2.5e-06","M","NA"
"sample.ginkgo.13108465.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","5e-05","M","2.5e-05","M","NA"
"sample.ginkgo.13108466.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","5e-05","M","0.00025","M","NA"
"sample.ginkgo.13107411.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","2","0.025","M","2.5e-07","M","11"
"sample.ginkgo.13108469.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","0.005","M","2.5e-07","M","11"
"sample.ginkgo.13108470.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","0.005","M","2.5e-06","M","11"
